Question Number,Question Text,Choices,Valid Question?,Correct Answer,LLM Answer,Correct Explanation,LLM Explanation,URLs,Correct?,Topic,LLM Confidence,logprob Confidence,Score-right-minus-wrong
1,Which of the following terms describe Ethernet addresses that can send one frame and is delivered to multiple devices on the LAN? (Choose two answers.),"a. Multicast address
b. Broadcast address
c. Unicast address
d. IP address
e. MAC address
",,"a,b","a,b",,"Ethernet addresses can be classified into different types based on the intended recipients of the frames. A multicast address allows a frame to be sent from one device and delivered to multiple devices. It is typically used for efficient network services that are meant for a group of devices, such as streaming video to multiple recipients. A broadcast address, on the other hand, allows a frame to be sent from one device to all devices on the LAN. This is used for network-wide announcements or for devices seeking information from all others on the LAN, such as when obtaining an IP address via DHCP. A unicast address (c) is used for one-to-one communication, where a frame is sent from one device and delivered to one specific device. An IP address (d) is a logical address used at the Internet layer to identify a device on a network, but it is not specific to Ethernet frames. An MAC address (e) is a physical address used at the data link layer, but the term itself does not imply multicast or broadcast; it can be a unicast, multicast, or broadcast address.","['https://www.cisco.com/c/en/us/support/docs/ip/express-forwarding-cef/13749-12.html', 'https://en.wikipedia.org/wiki/MAC_address', 'https://en.wikipedia.org/wiki/Broadcast_address', 'https://en.wikipedia.org/wiki/Multicast_address']",1,chapter1_intro_to_networking,1.0,0.9999996871837188,1.0
3,___________ is a set of rules determining how network devices respond when two devices attempt to use a data channel simultaneously and encounter a data collision.,"a. CSMA/CA
b. TCP/UDP
c. TCP/IP
d. CSMA/CD
",,d,d,,"CSMA/CD, which stands for Carrier Sense Multiple Access with Collision Detection, is the set of rules (protocol) used in networks to determine how to proceed when a collision is detected. It is used in traditional Ethernet networks where devices listen for carrier signals and detect collisions on the network. When a collision is detected, the devices that were transmitting will wait a random amount of time and then attempt to resend the transmission. This is in contrast to CSMA/CA (Carrier Sense Multiple Access with Collision Avoidance), which is used in wireless networks like WiFi to prevent collisions before they happen. TCP/UDP (Transmission Control Protocol/User Datagram Protocol) and TCP/IP (Transmission Control Protocol/Internet Protocol) are not relevant to the collision detection and handling; they operate at different layers of the OSI model.","['https://en.wikipedia.org/wiki/Carrier-sense_multiple_access_with_collision_detection', 'https://www.techopedia.com/definition/2572/carrier-sense-multiple-access-with-collision-detection-csmacd']",1,chapter1_intro_to_networking,1.0,0.9914446917287688,1.0
4,Ethernet standard ___________ BASE-T defines Gigabit Ethernet over UTP cabling.,"a. 1
b. 10
c. 100
d. 1000
",,d,d,,"The Ethernet standard 1000BASE-T defines Gigabit Ethernet over UTP cabling. The '1000' in the standard's name signifies the maximum transmission speed of 1000 Mbps, or 1 Gbps. The 'BASE' refers to baseband signaling, which means that only Ethernet signals are carried on the medium. The 'T' stands for twisted pair, which is the type of cabling used. Therefore, the correct answer is 1000BASE-T.","['https://en.wikipedia.org/wiki/Gigabit_Ethernet', 'https://en.wikipedia.org/wiki/IEEE_802.3']",1,chapter1_intro_to_networking,1.0,0.999962734742367,1.0
5,Which of the following IEEE 802.3 Ethernet Header and Trailer Fields allows devices on the network to easily synchronize their receiver clocks?,"a. Frame Check Sequence
b. Data and Pad
c. Start Frame Delimiter
d. Preamble
",,d,d,,"The Preamble field in an Ethernet frame is used for synchronization. It consists of 7 bytes (56 bits) of alternating 1s and 0s that alert the receiving system to the coming frame and enable it to synchronize its input timing. The Start Frame Delimiter (SFD), which follows the preamble, signals the start of the frame header. The Frame Check Sequence (FCS) is used for error checking, not synchronization. The Data and Pad fields carry the encapsulated data and padding if needed to meet the minimum length requirement for the frame, but they are not involved in synchronization.","['https://en.wikipedia.org/wiki/Ethernet_frame', 'https://www.ciscopress.com/articles/article.asp?p=31276']",1,chapter1_intro_to_networking,1.0,0.997073065848448,1.0
6,The host sends packets to its default gateway if the ____________ IP address is in a different subnet than the host.,"a. Destination
b. Unicast
c. Broadcast
d. Source
",,a,a,,"In IP networking, a host determines whether to send packets directly to the destination or to forward them to its default gateway based on the destination IP address. If the destination IP address is within the same subnet as the host, the host will attempt to communicate directly using local network protocols like ARP to resolve the destination's MAC address. However, if the destination IP address is in a different subnet than the host, the host will send the packets to its configured default gateway, which is a router that knows how to forward the packets to other networks. The other choices (unicast, broadcast, and source) are not directly related to the decision of whether to send packets to the default gateway.","['https://www.cisco.com/c/en/us/support/docs/ip/routing-information-protocol-rip/16448-understanding-ip-addressing.html', 'https://en.wikipedia.org/wiki/Default_gateway']",1,chapter1_intro_to_networking,1.0,0.9999995679800934,1.0
9,Which of the following protocols resides in the Application TCP/IP Architecture layer?,"a. SMTP
b. Ethernet
c. TCP
d. IP
",,a,a,,"The Application layer in the TCP/IP model is responsible for providing services directly to the end-user applications. It is equivalent to the combined Session, Presentation, and Application layers in the OSI model. SMTP (Simple Mail Transfer Protocol) is an application layer protocol used for sending emails across the Internet, hence it resides in the Application layer of the TCP/IP model. On the other hand, Ethernet is a technology for LANs and does not belong to any layer of the TCP/IP model; it operates at the Data Link layer of the OSI model. TCP (Transmission Control Protocol) and IP (Internet Protocol) belong to the Transport and Internet layers of the TCP/IP model, respectively.","['https://www.ietf.org/rfc/rfc2821.txt', 'https://www.ietf.org/rfc/rfc791.txt', 'https://www.ietf.org/rfc/rfc793.txt']",1,chapter1_intro_to_networking,1.0,1.0,1.0
10,Which of the following protocols resides in the Transport TCP/IP Architecture layer?,"a. TCP
b. IP
c. Ethernet
d. SMTP
",,a,a,,"The Transport layer of the TCP/IP model is responsible for providing the Application layer with session and datagram communication services. The main protocols residing at this layer are the Transmission Control Protocol (TCP) and the User Datagram Protocol (UDP). TCP provides reliable, ordered, and error-checked delivery of a stream of bytes between applications running on hosts communicating over an IP network. IP (Internet Protocol) operates at the Internet layer and is responsible for routing packets across network boundaries. Ethernet is a protocol that operates at the Data Link layer and is responsible for the communication over a single link of a network. SMTP (Simple Mail Transfer Protocol) resides in the Application layer and is used for sending emails across the Internet.","['https://www.ietf.org/rfc/rfc791.html', 'https://www.ietf.org/rfc/rfc768.html', 'https://en.wikipedia.org/wiki/Internet_protocol_suite', 'https://en.wikipedia.org/wiki/Ethernet', 'https://en.wikipedia.org/wiki/Simple_Mail_Transfer_Protocol']",1,chapter1_intro_to_networking,1.0,1.0,1.0
11,Which of the following protocols resides in the Internet TCP/IP Architecture layer?,"a. IP
b. Ethernet
c. TCP
d. SMTP
",,a,"a,c,d",,"The Internet TCP/IP Architecture is typically divided into four layers: the link layer, the internet layer, the transport layer, and the application layer. The IP (Internet Protocol) is a protocol that operates at the internet layer, providing logical addressing and routing that allows data to traverse networks. TCP (Transmission Control Protocol) resides at the transport layer, ensuring reliable, ordered, and error-checked delivery of data between applications. SMTP (Simple Mail Transfer Protocol) is an application layer protocol used for sending emails. Ethernet, on the other hand, operates at the link layer (or data link layer in the OSI model), which is responsible for the physical transmission of data on the network.","['https://www.ietf.org/rfc/rfc791.html', 'https://www.ietf.org/rfc/rfc793.html', 'https://www.ietf.org/rfc/rfc5321.html', 'https://en.wikipedia.org/wiki/Internet_protocol_suite']",0,chapter1_intro_to_networking,1.0,0.9998984588129554,0.0
12,Which of the following protocols resides in the Data Link & Physical TCP/IP Architecture layer?,"a. SMTP
b. TCP
c. Ethernet
d. IP
",,c,c,,"The Data Link layer in the TCP/IP model corresponds to the OSI model's Data Link layer, and the Physical layer is a separate layer in the OSI model that deals with the physical transmission of data over the network media. Ethernet is a technology that operates on both the Data Link and Physical layers. It defines both the cabling and signaling standards (Physical layer) and the data frame structure for the network data (Data Link layer). SMTP and TCP operate at the Application and Transport layers, respectively, of the TCP/IP model, which are higher than the Data Link layer. IP operates at the Internet layer, which is equivalent to the Network layer in the OSI model and is above the Data Link layer.","['https://en.wikipedia.org/wiki/Internet_protocol_suite', 'https://en.wikipedia.org/wiki/Ethernet', 'https://en.wikipedia.org/wiki/Simple_Mail_Transfer_Protocol', 'https://en.wikipedia.org/wiki/Transmission_Control_Protocol', 'https://en.wikipedia.org/wiki/Internet_Protocol']",1,chapter1_intro_to_networking,1.0,1.0,1.0
13,Which of the following protocols is used from PC1 to learn information from some other device on the same network?,"a. DNS
b. ARP
c. DHCP
d. ping
",,b,b,,"ARP (Address Resolution Protocol) is used to map an IP address to a MAC address on the same local network. When a device, such as PC1, wants to communicate with another device on the same network, it uses ARP to find out the hardware address (MAC address) associated with the IP address it wishes to communicate with. DNS (Domain Name System) is used to translate domain names to IP addresses. DHCP (Dynamic Host Configuration Protocol) is used for dynamically distributing network configuration parameters, such as IP addresses. Ping is a utility that sends ICMP echo requests to another host to check if it is reachable and to measure the round-trip time for messages sent from the originating host to a destination computer.","['https://en.wikipedia.org/wiki/Address_Resolution_Protocol', 'https://en.wikipedia.org/wiki/Domain_Name_System', 'https://en.wikipedia.org/wiki/Dynamic_Host_Configuration_Protocol', 'https://en.wikipedia.org/wiki/Ping_(networking_utility)']",1,chapter1_intro_to_networking,1.0,0.9999996871837188,1.0
