Question Number,Question Text,Choices,Valid Question?,Correct Answer,LLM Answer,Correct Explanation,LLM Explanation,URLs,Correct?,Topic,LLM Confidence,logprob Confidence,Score-right-minus-wrong
1,Which form of NAT enables a firewall to selectively perform translations based on the destination address? Select one choice.,"a. dynamic PAT
b. dynamic NAT
c. policy NAT
d. static PAT
e. static NAT
",,c,c,,Policy NAT enables a firewall to selectively perform address translations based on the destination address. It allows defining specific policies that determine how NAT should be applied to traffic based on the destination IP address or other criteria. This provides granular control over which traffic undergoes address translation.,"['CCNA 200-301 Official Cert Guide, Volume 2, by Wendell Odom', 'Cisco Firewall Technologies (Digital Short Cut) by Andrew Mason']",1,NetSec,0.95,1,1.0
2,Which form of NAT uses port addresses to distinguish between translated sessions? Select one choice.,"a. dynamic PAT
b. dynamic NAT
c. static NAT
d. policy NAT
",,a,a,,"Dynamic PAT (Port Address Translation), also known as overloading, uses port numbers to distinguish between translated sessions. It allows multiple private IP addresses to be mapped to a single public IP address by using different port numbers for each session. This enables many devices to share a single public IP address.","['CCNA 200-301 Official Cert Guide, Volume 1 by Wendell Odom', 'https://www.cisco.com/c/en/us/support/docs/ip/network-address-translation-nat/13772-12.html']",1,NetSec,0.95,1,1.0
3,"In an ACL, if a traffic flow is not explicitly permitted, once it has expired testing all the user-configured control entries in the list, the result will be:","a. The traffic will be implicitly denied.
b. The traffic will be implicitly permitted.
c. The traffic will be explicitly denied.
d. The traffic will be explicitly permitted.
",,a,a,,"In an Access Control List (ACL), if a traffic flow is not explicitly permitted by any of the user-configured control entries, it will be implicitly denied once it has been tested against all the entries in the list. This is based on the implicit deny any rule that exists at the end of every ACL. If a packet does not match any of the permit statements, it will be denied by this implicit rule.","['Cisco Networking Academy: Introduction to Networks v7.0 - Chapter 7: Access Control Lists', 'Cisco Press: Cisco CCNA Routing and Switching ICND2 200-105 Official Cert Guide - Chapter 12: Security']",1,NetSec,0.95,1,1.0
4,Which TCP flag must be set in a packet in order for the packet to match an ACL entry that contains the established keyword? Select one choice.,"a. SYN or ACK
b. ACK or RST
c. ACK only
d. SYN only
e. RST only
",,b,c,,"The 'established' keyword in an ACL entry matches TCP packets that have the ACK flag set. This indicates that the packet belongs to an established TCP connection, i.e., a connection that has completed the three-way handshake. The ACK flag is set in all packets after the initial SYN packet in a TCP connection. Therefore, the correct answer is 'c. ACK only'.","['Cisco Networking Academy: Introduction to Networks v7.0 - Chapter 7, Access Control Lists', ""Cisco IOS Security Command Reference: 'access-list (IP extended)' command description""]",0,NetSec,0.95,1,0.1999999999999999
5,Which one of the following best describes the limitations of local AAA databases? Select one choice.,"a. Scalability issues force network administrators to enter username credentials into each network device.
b. Usernames, passwords, and credentials must be synchronized with a TACACS+/RADIUS server.
c. Authorization policies that are created with local AAA databases cannot be synchronized and made available to all the devices across the network.
d. While they support accounting, they do not meet the requirements for large persistent storage.
",,a,c,,"Local AAA databases have limitations in terms of scalability and synchronization across network devices. While they can store usernames, passwords, and authorization policies locally on a device, those policies cannot be automatically synchronized and made available to all other devices in the network. This means administrators would need to manually configure the same policies on each device separately. Local AAA databases can handle accounting, but may have storage limitations compared to dedicated AAA servers.","['Cisco Networking Academy: CCNA Security v2.0 - Chapter 2, AAA Concepts', 'Cisco Press: CCNA Security 210-260 Official Cert Guide, Chapter 2: Understanding AAA']",0,NetSec,0.9,1,0.0
6,"What benefit does a web application firewall provide, in addition to the benefits provided by a traditional load balancer? Select one choice.","a. Protects the servers behind the WAF from attacks using Layer 3 and 4 firewall rules
b. Protects web applications from common vulnerabilities and DDoS attacks
c. Protects any Layer 7 applications from malware
d. Protects the back-end database by acting as a reverse proxy between the web server and the back-end database
",,b,b,,"A web application firewall (WAF) provides protection for web applications against common vulnerabilities and attacks, such as SQL injection, cross-site scripting (XSS), and distributed denial-of-service (DDoS) attacks. Unlike a traditional load balancer, which primarily focuses on distributing traffic across multiple servers, a WAF inspects the traffic at the application layer (Layer 7) and can identify and block malicious requests before they reach the web servers.","['OWASP Web Application Firewall: https://owasp.org/www-community/Web_Application_Firewall', 'Cloudflare Web Application Firewall (WAF): https://www.cloudflare.com/learning/ddos/glossary/web-application-firewall-waf/']",1,NetSec,0.95,1,1.0
7,What are four common algorithms that typical load balancers use to load balance the traffic? (Choose four.),"a. Weighted early random detection
b. Hash
c. Round robin
d. Anomaly based
e. Least time
f. Fewest connections
",,"b,c,e,f","b,c,e,f",,"The four common algorithms that typical load balancers use are:b. Hash - distributes requests based on a hash of the source IP, destination IP, or other request attributes to ensure requests from a client go to the same server.  c. Round robin - cycles through the list of servers sequentially.e. Least time - sends requests to the server with the lowest response time and least number of active connections. f. Fewest connections - directs traffic to the server with the least number of active connections.","['https://avinetworks.com/glossary/load-balancing-algorithms/', 'https://www.nginx.com/resources/glossary/load-balancing/', 'https://www.f5.com/services/resources/glossary/load-balancer']",1,NetSec,0.95,1,1.0
8,What three elements can be configured in firewall policies to detect network-based malware? (Choose three.),"a. Metadata stored that is within the files
b. Access control lists (ACLs)
c. Commonly used protocols
d. SHA-256 hashes
e. Commonly used rainbow hash tables
",,"a,c,d","b,c,d",,"Firewall policies can be configured with access control lists (ACLs), commonly used protocols, and SHA-256 hashes to detect network-based malware. ACLs define what traffic is allowed or blocked based on IP addresses, ports, and protocols. Monitoring commonly used protocols like HTTP, SMTP, and FTP can identify malicious traffic patterns. Comparing file hashes against known malware signatures using SHA-256 is an effective detection method.","['NIST SP 800-41 Rev. 1 - Guidelines on Firewalls and Firewall Policy', 'CISSP Certified Information Systems Security Professional Study Guide, 8th Edition - Chapter 7: Security Operations']",0,NetSec,0.95,1,0.1999999999999999
9,What is the first step in centralized syslog management? Select one choice.,"a. Receive syslog messages from syslog clients that are distributed across the network and store those messages in a flat log file.
b. Present syslog data in the form of automated reports, dashboards, and real-time query responses.
c. Process low-level data in the relational database to produce higher-level information constructs.
d. Move messages from the flat log file to a high-performance relational database.
",,a,a,,The first step in centralized syslog management is to receive syslog messages from syslog clients distributed across the network and store those messages in a flat log file. This allows the centralized syslog server to collect all the log data in one place before further processing and analysis.,"['CCNA 200-301 Official Cert Guide, Volume 2, Chapter 8: Network Management - Syslog Operation section', 'Cisco Press: Network Management Fundamentals Guide - Configuring Syslog chapter']",1,NetSec,0.95,1,1.0
10,What must a host on an Ethernet network know about a destination to send an Ethernet frame to that destination? Select one choice.,"a. IP address
b. Window size
c. MAC address
d. Receiving port number
",,c,c,,"To send an Ethernet frame to a destination on an Ethernet network, the sending host must know the MAC (Media Access Control) address of the destination. The MAC address uniquely identifies each device on the Ethernet network at the data link layer. The IP address, window size, and receiving port number operate at higher layers of the network stack (network and transport layers) and are not used for addressing at the Ethernet frame level.","['Computer Networking: A Top-Down Approach, 7th Edition by James Kurose and Keith Ross', 'https://en.wikipedia.org/wiki/MAC_address', 'https://en.wikipedia.org/wiki/Ethernet_frame']",1,NetSec,0.95,1,1.0
